"STEP","VACCINE_134_GU - _step","VACCINE_134_GU - _step__MIN","VACCINE_134_GU - _step__MAX","VACCINE_134_GU - IMMUNIZING_LAYER","VACCINE_134_GU - IMMUNIZING_LAYER__MIN","VACCINE_134_GU - IMMUNIZING_LAYER__MAX","VACCINE_134_GU - Performance after attacks","VACCINE_134_GU - Performance after attacks__MIN","VACCINE_134_GU - Performance after attacks__MAX","VACCINE_134_GU - Performance after defences","VACCINE_134_GU - Performance after defences__MIN","VACCINE_134_GU - Performance after defences__MAX","VACCINE_134_GU - Performance after succesful attacks","VACCINE_134_GU - Performance after succesful attacks__MIN","VACCINE_134_GU - Performance after succesful attacks__MAX","VACCINE_134_GU - Performance after succesful defences","VACCINE_134_GU - Performance after succesful defences__MIN","VACCINE_134_GU - Performance after succesful defences__MAX","VACCINE_134_GU - Absorbed defences at layer","VACCINE_134_GU - Absorbed defences at layer__MIN","VACCINE_134_GU - Absorbed defences at layer__MAX","VACCINE_134_GU - Succesfully immunized layers","VACCINE_134_GU - Succesfully immunized layers__MIN","VACCINE_134_GU - Succesfully immunized layers__MAX","VACCINE_134_GU - Unsuccesfully immunized layers","VACCINE_134_GU - Unsuccesfully immunized layers__MIN","VACCINE_134_GU - Unsuccesfully immunized layers__MAX","VACCINE_34_GU - _step","VACCINE_34_GU - _step__MIN","VACCINE_34_GU - _step__MAX","VACCINE_34_GU - IMMUNIZING_LAYER","VACCINE_34_GU - IMMUNIZING_LAYER__MIN","VACCINE_34_GU - IMMUNIZING_LAYER__MAX","VACCINE_34_GU - Performance after attacks","VACCINE_34_GU - Performance after attacks__MIN","VACCINE_34_GU - Performance after attacks__MAX","VACCINE_34_GU - Performance after defences","VACCINE_34_GU - Performance after defences__MIN","VACCINE_34_GU - Performance after defences__MAX","VACCINE_34_GU - Performance after succesful attacks","VACCINE_34_GU - Performance after succesful attacks__MIN","VACCINE_34_GU - Performance after succesful attacks__MAX","VACCINE_34_GU - Performance after succesful defences","VACCINE_34_GU - Performance after succesful defences__MIN","VACCINE_34_GU - Performance after succesful defences__MAX","VACCINE_34_GU - Absorbed defences at layer","VACCINE_34_GU - Absorbed defences at layer__MIN","VACCINE_34_GU - Absorbed defences at layer__MAX","VACCINE_34_GU - Succesfully immunized layers","VACCINE_34_GU - Succesfully immunized layers__MIN","VACCINE_34_GU - Succesfully immunized layers__MAX","VACCINE_34_GU - Unsuccesfully immunized layers","VACCINE_34_GU - Unsuccesfully immunized layers__MIN","VACCINE_34_GU - Unsuccesfully immunized layers__MAX","VACCINE_52_GU - _step","VACCINE_52_GU - _step__MIN","VACCINE_52_GU - _step__MAX","VACCINE_52_GU - IMMUNIZING_LAYER","VACCINE_52_GU - IMMUNIZING_LAYER__MIN","VACCINE_52_GU - IMMUNIZING_LAYER__MAX","VACCINE_52_GU - Performance after attacks","VACCINE_52_GU - Performance after attacks__MIN","VACCINE_52_GU - Performance after attacks__MAX","VACCINE_52_GU - Performance after defences","VACCINE_52_GU - Performance after defences__MIN","VACCINE_52_GU - Performance after defences__MAX","VACCINE_52_GU - Performance after succesful attacks","VACCINE_52_GU - Performance after succesful attacks__MIN","VACCINE_52_GU - Performance after succesful attacks__MAX","VACCINE_52_GU - Performance after succesful defences","VACCINE_52_GU - Performance after succesful defences__MIN","VACCINE_52_GU - Performance after succesful defences__MAX","VACCINE_52_GU - Absorbed defences at layer","VACCINE_52_GU - Absorbed defences at layer__MIN","VACCINE_52_GU - Absorbed defences at layer__MAX","VACCINE_52_GU - Succesfully immunized layers","VACCINE_52_GU - Succesfully immunized layers__MIN","VACCINE_52_GU - Succesfully immunized layers__MAX","VACCINE_52_GU - Unsuccesfully immunized layers","VACCINE_52_GU - Unsuccesfully immunized layers__MIN","VACCINE_52_GU - Unsuccesfully immunized layers__MAX","REFT_VACCINE_52 - _step","REFT_VACCINE_52 - _step__MIN","REFT_VACCINE_52 - _step__MAX","REFT_VACCINE_52 - IMMUNIZING_LAYER","REFT_VACCINE_52 - IMMUNIZING_LAYER__MIN","REFT_VACCINE_52 - IMMUNIZING_LAYER__MAX","REFT_VACCINE_52 - Performance after attacks","REFT_VACCINE_52 - Performance after attacks__MIN","REFT_VACCINE_52 - Performance after attacks__MAX","REFT_VACCINE_52 - Performance after defences","REFT_VACCINE_52 - Performance after defences__MIN","REFT_VACCINE_52 - Performance after defences__MAX","REFT_VACCINE_52 - Performance after succesful attacks","REFT_VACCINE_52 - Performance after succesful attacks__MIN","REFT_VACCINE_52 - Performance after succesful attacks__MAX","REFT_VACCINE_52 - Performance after succesful defences","REFT_VACCINE_52 - Performance after succesful defences__MIN","REFT_VACCINE_52 - Performance after succesful defences__MAX","REFT_VACCINE_52 - Absorbed defences at layer","REFT_VACCINE_52 - Absorbed defences at layer__MIN","REFT_VACCINE_52 - Absorbed defences at layer__MAX","REFT_VACCINE_52 - Succesfully immunized layers","REFT_VACCINE_52 - Succesfully immunized layers__MIN","REFT_VACCINE_52 - Succesfully immunized layers__MAX","REFT_VACCINE_52 - Unsuccesfully immunized layers","REFT_VACCINE_52 - Unsuccesfully immunized layers__MIN","REFT_VACCINE_52 - Unsuccesfully immunized layers__MAX","REFT_VACCINE_134 - _step","REFT_VACCINE_134 - _step__MIN","REFT_VACCINE_134 - _step__MAX","REFT_VACCINE_134 - IMMUNIZING_LAYER","REFT_VACCINE_134 - IMMUNIZING_LAYER__MIN","REFT_VACCINE_134 - IMMUNIZING_LAYER__MAX","REFT_VACCINE_134 - Performance after attacks","REFT_VACCINE_134 - Performance after attacks__MIN","REFT_VACCINE_134 - Performance after attacks__MAX","REFT_VACCINE_134 - Performance after defences","REFT_VACCINE_134 - Performance after defences__MIN","REFT_VACCINE_134 - Performance after defences__MAX","REFT_VACCINE_134 - Performance after succesful attacks","REFT_VACCINE_134 - Performance after succesful attacks__MIN","REFT_VACCINE_134 - Performance after succesful attacks__MAX","REFT_VACCINE_134 - Performance after succesful defences","REFT_VACCINE_134 - Performance after succesful defences__MIN","REFT_VACCINE_134 - Performance after succesful defences__MAX","REFT_VACCINE_134 - Absorbed defences at layer","REFT_VACCINE_134 - Absorbed defences at layer__MIN","REFT_VACCINE_134 - Absorbed defences at layer__MAX","REFT_VACCINE_134 - Succesfully immunized layers","REFT_VACCINE_134 - Succesfully immunized layers__MIN","REFT_VACCINE_134 - Succesfully immunized layers__MAX","REFT_VACCINE_134 - Unsuccesfully immunized layers","REFT_VACCINE_134 - Unsuccesfully immunized layers__MIN","REFT_VACCINE_134 - Unsuccesfully immunized layers__MAX","BASELINE_34 - _step","BASELINE_34 - _step__MIN","BASELINE_34 - _step__MAX","BASELINE_34 - IMMUNIZING_LAYER","BASELINE_34 - IMMUNIZING_LAYER__MIN","BASELINE_34 - IMMUNIZING_LAYER__MAX","BASELINE_34 - Performance after attacks","BASELINE_34 - Performance after attacks__MIN","BASELINE_34 - Performance after attacks__MAX","BASELINE_34 - Performance after succesful attacks","BASELINE_34 - Performance after succesful attacks__MIN","BASELINE_34 - Performance after succesful attacks__MAX","BASELINE_34 - Succesfully immunized layers","BASELINE_34 - Succesfully immunized layers__MIN","BASELINE_34 - Succesfully immunized layers__MAX","BASELINE_34 - Unsuccesfully immunized layers","BASELINE_34 - Unsuccesfully immunized layers__MIN","BASELINE_34 - Unsuccesfully immunized layers__MAX","REFT_VACCINE_34 - _step","REFT_VACCINE_34 - _step__MIN","REFT_VACCINE_34 - _step__MAX","REFT_VACCINE_34 - IMMUNIZING_LAYER","REFT_VACCINE_34 - IMMUNIZING_LAYER__MIN","REFT_VACCINE_34 - IMMUNIZING_LAYER__MAX","REFT_VACCINE_34 - Performance after attacks","REFT_VACCINE_34 - Performance after attacks__MIN","REFT_VACCINE_34 - Performance after attacks__MAX","REFT_VACCINE_34 - Performance after defences","REFT_VACCINE_34 - Performance after defences__MIN","REFT_VACCINE_34 - Performance after defences__MAX","REFT_VACCINE_34 - Performance after succesful attacks","REFT_VACCINE_34 - Performance after succesful attacks__MIN","REFT_VACCINE_34 - Performance after succesful attacks__MAX","REFT_VACCINE_34 - Performance after succesful defences","REFT_VACCINE_34 - Performance after succesful defences__MIN","REFT_VACCINE_34 - Performance after succesful defences__MAX","REFT_VACCINE_34 - Absorbed defences at layer","REFT_VACCINE_34 - Absorbed defences at layer__MIN","REFT_VACCINE_34 - Absorbed defences at layer__MAX","REFT_VACCINE_34 - Succesfully immunized layers","REFT_VACCINE_34 - Succesfully immunized layers__MIN","REFT_VACCINE_34 - Succesfully immunized layers__MAX","REFT_VACCINE_34 - Unsuccesfully immunized layers","REFT_VACCINE_34 - Unsuccesfully immunized layers__MIN","REFT_VACCINE_34 - Unsuccesfully immunized layers__MAX"
"0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3","3","3","0","0","0","","","","","","","","","","","","","","","","","","","","","","3","3","3","0","0","0","","","","","","","","","","","","","","","","","","","","","","3","3","3","0","0","0","","","","","","","","","","","","","3","3","3","0","0","0","","","","","","","","","","","","","","","","","","","","",""
"1","3","3","3","0","0","0","","","","","","","","","","","","","","","","","","","","","","3","3","3","0","0","0","","","","","","","","","","","","","","","","","","","","","","3","3","3","0","0","0","","","","","","","","","","","","","","","","","","","","","","11","10","12","","","","0.7365352843682443","0.7365352843682443","0.7365352843682443","","","","0.7365352843682443","0.7365352843682443","0.7365352843682443","","","","","","","","","","","","","11","10","12","","","","0.7275678766987477","0.7275678766987477","0.7275678766987477","","","","0.7275678766987477","0.7275678766987477","0.7275678766987477","","","","","","","","","","","","","12.25","10","14","1","1","1","0.7635216487443308","0.7635216487443308","0.7635216487443308","0.7635216487443308","0.7635216487443308","0.7635216487443308","","","","0","0","0","11","10","12","","","","0.7635216487443308","0.7635216487443308","0.7635216487443308","","","","0.7635216487443308","0.7635216487443308","0.7635216487443308","","","","","","","","","","","",""
"2","11","10","12","","","","0.7275678766987477","0.7275678766987477","0.7275678766987477","","","","0.7275678766987477","0.7275678766987477","0.7275678766987477","","","","","","","","","","","","","11","10","12","","","","0.7635216487443308","0.7635216487443308","0.7635216487443308","","","","0.7635216487443308","0.7635216487443308","0.7635216487443308","","","","","","","","","","","","","11","10","12","","","","0.7365352843682443","0.7365352843682443","0.7365352843682443","","","","0.7365352843682443","0.7365352843682443","0.7365352843682443","","","","","","","","","","","","","24.333333333333332","23","26","","","","","","","0.9004786551863669","0.9004786551863669","0.9004786551863669","","","","0.9004786551863669","0.9004786551863669","0.9004786551863669","1","1","1","","","","","","","24.333333333333332","23","26","","","","","","","0.9713830292662028","0.9713830292662028","0.9713830292662028","","","","0.9713830292662028","0.9713830292662028","0.9713830292662028","1","1","1","","","","","","","21","21","21","","","","0.3198197436158959","0.3198197436158959","0.3198197436158959","","","","","","","","","","24.333333333333332","23","26","","","","","","","0.9725364147935488","0.9725364147935488","0.9725364147935488","","","","0.9725364147935488","0.9725364147935488","0.9725364147935488","1","1","1","","","","","",""
"3","24.333333333333332","23","26","","","","","","","0.9871326302300767","0.9871326302300767","0.9871326302300767","","","","0.9871326302300767","0.9871326302300767","0.9871326302300767","1","1","1","","","","","","","24.333333333333332","23","26","","","","","","","0.9537983600175413","0.9537983600175413","0.9537983600175413","","","","0.9537983600175413","0.9537983600175413","0.9537983600175413","1","1","1","","","","","","","24.333333333333332","23","26","","","","","","","0.9896424781679378","0.9896424781679378","0.9896424781679378","","","","0.9896424781679378","0.9896424781679378","0.9896424781679378","1","1","1","","","","","","","34","33","35","","","","0.768686866702744","0.768686866702744","0.768686866702744","","","","0.768686866702744","0.768686866702744","0.768686866702744","","","","","","","","","","","","","33","33","33","","","","0.8310771349909062","0.8310771349909062","0.8310771349909062","","","","","","","","","","","","","","","","","","","28","28","28","","","","0.3369013870370965","0.3369013870370965","0.3369013870370965","","","","","","","","","","34","33","35","","","","0.5130813928714387","0.5130813928714387","0.5130813928714387","","","","0.5130813928714387","0.5130813928714387","0.5130813928714387","","","","","","","","","","","",""
"4","34","33","35","","","","0.8309390490251172","0.8309390490251172","0.8309390490251172","","","","0.8309390490251172","0.8309390490251172","0.8309390490251172","","","","","","","","","","","","","34","33","35","","","","0.6150038794099902","0.6150038794099902","0.6150038794099902","","","","0.6150038794099902","0.6150038794099902","0.6150038794099902","","","","","","","","","","","","","34","33","35","","","","0.709422741460271","0.709422741460271","0.709422741460271","","","","0.709422741460271","0.709422741460271","0.709422741460271","","","","","","","","","","","","","46","46","46","","","","","","","0.5114463870399898","0.5114463870399898","0.5114463870399898","","","","","","","","","","","","","","","","41","40","42","","","","0.6659644800859608","0.6659644800859608","0.6659644800859608","","","","0.6659644800859608","0.6659644800859608","0.6659644800859608","","","","","","","","","","","","","35","35","35","","","","0.20194490662010428","0.20194490662010428","0.20194490662010428","","","","","","","","","","46","46","46","","","","","","","0.779296714754887","0.779296714754887","0.779296714754887","","","","","","","","","","","","","","",""
"5","47.333333333333336","46","49","","","","","","","0.9534598869013092","0.9534598869013092","0.9534598869013092","","","","0.9534598869013092","0.9534598869013092","0.9534598869013092","1","1","1","","","","","","","47.333333333333336","46","49","","","","","","","0.9087096528875531","0.9087096528875531","0.9087096528875531","","","","0.9087096528875531","0.9087096528875531","0.9087096528875531","1","1","1","","","","","","","47.333333333333336","46","49","","","","","","","0.9553357204197689","0.9553357204197689","0.9553357204197689","","","","0.9553357204197689","0.9553357204197689","0.9553357204197689","1","1","1","","","","","","","57","57","57","","","","","","","0.6225399113656994","0.6225399113656994","0.6225399113656994","","","","","","","","","","","","","","","","54.333333333333336","53","56","","","","","","","0.9134384110223618","0.9134384110223618","0.9134384110223618","","","","0.9134384110223618","0.9134384110223618","0.9134384110223618","1","1","1","","","","","","","43","42","44","2","2","2","0.20194490662010428","0.20194490662010428","0.20194490662010428","","","","1","1","1","","","","58.333333333333336","57","60","","","","","","","0.899189715377876","0.899189715377876","0.899189715377876","","","","0.899189715377876","0.899189715377876","0.899189715377876","1","1","1","","","","","",""
"6","56","56","56","","","","0.4052995030644583","0.4052995030644583","0.4052995030644583","","","","","","","","","","","","","","","","","","","57","56","58","","","","0.5621168485616664","0.5621168485616664","0.5621168485616664","","","","0.5621168485616664","0.5621168485616664","0.5621168485616664","","","","","","","","","","","","","56","56","56","","","","0.7962898527014568","0.7962898527014568","0.7962898527014568","","","","","","","","","","","","","","","","","","","68","68","68","","","","","","","0.5887719833014848","0.5887719833014848","0.5887719833014848","","","","","","","","","","","","","","","","64","63","65","","","","0.7534444937436771","0.7534444937436771","0.7534444937436771","","","","0.7534444937436771","0.7534444937436771","0.7534444937436771","","","","","","","","","","","","","51","51","51","","","","0.3562278991515859","0.3562278991515859","0.3562278991515859","","","","","","","","","","67","67","67","","","","0.235580680638336","0.235580680638336","0.235580680638336","","","","","","","","","","","","","","","","","",""
"7","64","63","65","","","","0.5771310331483311","0.5771310331483311","0.5771310331483311","","","","0.5771310331483311","0.5771310331483311","0.5771310331483311","","","","","","","","","","","","","69","69","69","","","","","","","0.7559640072286898","0.7559640072286898","0.7559640072286898","","","","","","","","","","","","","","","","64","63","65","","","","0.8132728045635157","0.8132728045635157","0.8132728045635157","","","","0.8132728045635157","0.8132728045635157","0.8132728045635157","","","","","","","","","","","","","80","79","81","1","1","1","","","","0.7188961573792946","0.7188961573792946","0.7188961573792946","","","","","","","","","","","","","0","0","0","76","76","76","","","","","","","0.3796384406428511","0.3796384406428511","0.3796384406428511","","","","","","","","","","","","","","","","58","58","58","","","","0.3768968024655687","0.3768968024655687","0.3768968024655687","","","","","","","","","","75","74","76","","","","0.6201980573046012","0.6201980573046012","0.6201980573046012","","","","0.6201980573046012","0.6201980573046012","0.6201980573046012","","","","","","","","","","","",""
"8","77.33333333333333","76","79","","","","","","","0.9126665938241095","0.9126665938241095","0.9126665938241095","","","","0.9126665938241095","0.9126665938241095","0.9126665938241095","1","1","1","","","","","","","81.33333333333333","80","83","","","","","","","0.8402589452465582","0.8402589452465582","0.8402589452465582","","","","0.8402589452465582","0.8402589452465582","0.8402589452465582","1","1","1","","","","","","","76","76","76","","","","","","","0.7706074383835145","0.7706074383835145","0.7706074383835145","","","","","","","","","","","","","","","","88","88","88","","","","0.12532799434190145","0.12532799434190145","0.12532799434190145","","","","","","","","","","","","","","","","","","","87","87","87","","","","","","","0.6352138651985924","0.6352138651985924","0.6352138651985924","","","","","","","","","","","","","","","","65","65","65","","","","0.30263908661035394","0.30263908661035394","0.30263908661035394","","","","","","","","","","88.33333333333333","87","90","","","","","","","0.8223526106355366","0.8223526106355366","0.8223526106355366","","","","0.8223526106355366","0.8223526106355366","0.8223526106355366","1","1","1","","","","","",""
"9","87","86","88","","","","0.7003401732471136","0.7003401732471136","0.7003401732471136","","","","0.7003401732471136","0.7003401732471136","0.7003401732471136","","","","","","","","","","","","","91","90","92","","","","0.6392956494443132","0.6392956494443132","0.6392956494443132","","","","0.6392956494443132","0.6392956494443132","0.6392956494443132","","","","","","","","","","","","","87","87","87","","","","","","","0.4710204071315791","0.4710204071315791","0.4710204071315791","","","","","","","","","","","","","","","","95","95","95","","","","0.12251663435305103","0.12251663435305103","0.12251663435305103","","","","","","","","","","","","","","","","","","","98","98","98","","","","","","","0.7190720446585743","0.7190720446585743","0.7190720446585743","","","","","","","","","","","","","","","","73","72","74","3","3","3","0.30263908661035394","0.30263908661035394","0.30263908661035394","","","","2","2","2","","","","97","97","97","","","","0.5855794612315722","0.5855794612315722","0.5855794612315722","","","","","","","","","","","","","","","","","",""
