"STEP","TESTING28_super_vw_0.8 - _step","TESTING28_super_vw_0.8 - _step__MIN","TESTING28_super_vw_0.8 - _step__MAX","TESTING28_super_vw_0.8 - IMMUNIZING_LAYER","TESTING28_super_vw_0.8 - IMMUNIZING_LAYER__MIN","TESTING28_super_vw_0.8 - IMMUNIZING_LAYER__MAX","TESTING28_super_vw_0.8 - Toxicity after attacks","TESTING28_super_vw_0.8 - Toxicity after attacks__MIN","TESTING28_super_vw_0.8 - Toxicity after attacks__MAX","TESTING28_super_vw_0.8 - Toxicity after succesful attacks","TESTING28_super_vw_0.8 - Toxicity after succesful attacks__MIN","TESTING28_super_vw_0.8 - Toxicity after succesful attacks__MAX","TESTING28_super_vw_0.8 - Succesfully immunized layers","TESTING28_super_vw_0.8 - Succesfully immunized layers__MIN","TESTING28_super_vw_0.8 - Succesfully immunized layers__MAX","TESTING28_super_vw_0.8 - Unsuccesfully immunized layers","TESTING28_super_vw_0.8 - Unsuccesfully immunized layers__MIN","TESTING28_super_vw_0.8 - Unsuccesfully immunized layers__MAX","TESTING30_ml_vw_0.8 - _step","TESTING30_ml_vw_0.8 - _step__MIN","TESTING30_ml_vw_0.8 - _step__MAX","TESTING30_ml_vw_0.8 - IMMUNIZING_LAYER","TESTING30_ml_vw_0.8 - IMMUNIZING_LAYER__MIN","TESTING30_ml_vw_0.8 - IMMUNIZING_LAYER__MAX","TESTING30_ml_vw_0.8 - Toxicity after attacks","TESTING30_ml_vw_0.8 - Toxicity after attacks__MIN","TESTING30_ml_vw_0.8 - Toxicity after attacks__MAX","TESTING30_ml_vw_0.8 - Toxicity after succesful attacks","TESTING30_ml_vw_0.8 - Toxicity after succesful attacks__MIN","TESTING30_ml_vw_0.8 - Toxicity after succesful attacks__MAX","TESTING30_ml_vw_0.8 - Succesfully immunized layers","TESTING30_ml_vw_0.8 - Succesfully immunized layers__MIN","TESTING30_ml_vw_0.8 - Succesfully immunized layers__MAX","TESTING30_ml_vw_0.8 - Unsuccesfully immunized layers","TESTING30_ml_vw_0.8 - Unsuccesfully immunized layers__MIN","TESTING30_ml_vw_0.8 - Unsuccesfully immunized layers__MAX","TESTING29_ml_vw_0.5 - _step","TESTING29_ml_vw_0.5 - _step__MIN","TESTING29_ml_vw_0.5 - _step__MAX","TESTING29_ml_vw_0.5 - IMMUNIZING_LAYER","TESTING29_ml_vw_0.5 - IMMUNIZING_LAYER__MIN","TESTING29_ml_vw_0.5 - IMMUNIZING_LAYER__MAX","TESTING29_ml_vw_0.5 - Toxicity after attacks","TESTING29_ml_vw_0.5 - Toxicity after attacks__MIN","TESTING29_ml_vw_0.5 - Toxicity after attacks__MAX","TESTING29_ml_vw_0.5 - Toxicity after succesful attacks","TESTING29_ml_vw_0.5 - Toxicity after succesful attacks__MIN","TESTING29_ml_vw_0.5 - Toxicity after succesful attacks__MAX","TESTING29_ml_vw_0.5 - Succesfully immunized layers","TESTING29_ml_vw_0.5 - Succesfully immunized layers__MIN","TESTING29_ml_vw_0.5 - Succesfully immunized layers__MAX","TESTING29_ml_vw_0.5 - Unsuccesfully immunized layers","TESTING29_ml_vw_0.5 - Unsuccesfully immunized layers__MIN","TESTING29_ml_vw_0.5 - Unsuccesfully immunized layers__MAX","TESTING27_super_vw_0.5 - _step","TESTING27_super_vw_0.5 - _step__MIN","TESTING27_super_vw_0.5 - _step__MAX","TESTING27_super_vw_0.5 - IMMUNIZING_LAYER","TESTING27_super_vw_0.5 - IMMUNIZING_LAYER__MIN","TESTING27_super_vw_0.5 - IMMUNIZING_LAYER__MAX","TESTING27_super_vw_0.5 - Toxicity after attacks","TESTING27_super_vw_0.5 - Toxicity after attacks__MIN","TESTING27_super_vw_0.5 - Toxicity after attacks__MAX","TESTING27_super_vw_0.5 - Toxicity after succesful attacks","TESTING27_super_vw_0.5 - Toxicity after succesful attacks__MIN","TESTING27_super_vw_0.5 - Toxicity after succesful attacks__MAX","TESTING27_super_vw_0.5 - Succesfully immunized layers","TESTING27_super_vw_0.5 - Succesfully immunized layers__MIN","TESTING27_super_vw_0.5 - Succesfully immunized layers__MAX","TESTING27_super_vw_0.5 - Unsuccesfully immunized layers","TESTING27_super_vw_0.5 - Unsuccesfully immunized layers__MIN","TESTING27_super_vw_0.5 - Unsuccesfully immunized layers__MAX","BASELINE_2 - _step","BASELINE_2 - _step__MIN","BASELINE_2 - _step__MAX","BASELINE_2 - IMMUNIZING_LAYER","BASELINE_2 - IMMUNIZING_LAYER__MIN","BASELINE_2 - IMMUNIZING_LAYER__MAX","BASELINE_2 - Toxicity after attacks","BASELINE_2 - Toxicity after attacks__MIN","BASELINE_2 - Toxicity after attacks__MAX","BASELINE_2 - Toxicity after succesful attacks","BASELINE_2 - Toxicity after succesful attacks__MIN","BASELINE_2 - Toxicity after succesful attacks__MAX","BASELINE_2 - Succesfully immunized layers","BASELINE_2 - Succesfully immunized layers__MIN","BASELINE_2 - Succesfully immunized layers__MAX","BASELINE_2 - Unsuccesfully immunized layers","BASELINE_2 - Unsuccesfully immunized layers__MIN","BASELINE_2 - Unsuccesfully immunized layers__MAX"
"126","785","785","785","25","25","25","","","","","","","","","","","","","793","793","793","25","25","25","","","","","","","","","","","","","797","797","797","25","25","25","","","","","","","","","","","","","795","795","795","25","25","25","","","","","","","","","","","","","797","797","797","25","25","25","","","","","","","","","","","",""
"127","791","791","791","","","","1.0588235294117645","1.0588235294117645","1.0588235294117645","","","","","","","","","","799","799","799","","","","1.2142857142857142","1.2142857142857142","1.2142857142857142","","","","","","","","","","803","803","803","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","","","801","801","801","","","","1.0588235294117645","1.0588235294117645","1.0588235294117645","","","","","","","","","","803","803","803","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","",""
"128","798","798","798","","","","1.647058823529412","1.647058823529412","1.647058823529412","","","","","","","","","","806","806","806","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","","","","","","","810","810","810","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","","","","808","808","808","","","","1.588235294117647","1.588235294117647","1.588235294117647","","","","","","","","","","810","810","810","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","","",""
"129","805","805","805","","","","1.2352941176470587","1.2352941176470587","1.2352941176470587","","","","","","","","","","813","813","813","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","","","","817","817","817","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","","","","815","815","815","","","","1.1764705882352942","1.1764705882352942","1.1764705882352942","","","","","","","","","","817","817","817","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","","",""
"130","813","812","814","","","","1.2352941176470587","1.2352941176470587","1.2352941176470587","","","","25","25","25","","","","821","820","822","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","25","25","25","","","","825","824","826","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","25","25","25","","","","823","822","824","","","","1.1764705882352942","1.1764705882352942","1.1764705882352942","","","","25","25","25","","","","825","824","826","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","25","25","25","","",""
"131","815","815","815","26","26","26","","","","","","","","","","","","","823","823","823","26","26","26","","","","","","","","","","","","","827","827","827","26","26","26","","","","","","","","","","","","","825","825","825","26","26","26","","","","","","","","","","","","","827","827","827","26","26","26","","","","","","","","","","","",""
"132","821","821","821","","","","2.117647058823529","2.117647058823529","2.117647058823529","","","","","","","","","","830","829","831","","","","3.071428571428571","3.071428571428571","3.071428571428571","3.071428571428571","3.071428571428571","3.071428571428571","","","","","","","834","833","835","","","","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","","","","","","","831","831","831","","","","2.176470588235294","2.176470588235294","2.176470588235294","","","","","","","","","","834","833","835","","","","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","","","","","",""
"133","828","828","828","","","","1.352941176470588","1.352941176470588","1.352941176470588","","","","","","","","","","839","838","840","","","","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","","","","","","","843","842","844","","","","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","","","","","","","838","838","838","","","","1.2352941176470587","1.2352941176470587","1.2352941176470587","","","","","","","","","","843","842","844","","","","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","","","","","",""
"134","835","835","835","","","","1.352941176470588","1.352941176470588","1.352941176470588","","","","","","","","","","847","847","847","","","","2.928571428571428","2.928571428571428","2.928571428571428","","","","","","","","","","851","851","851","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","","","","","","845","845","845","","","","1.4117647058823528","1.4117647058823528","1.4117647058823528","","","","","","","","","","851","851","851","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","","","","",""
"135","843","842","844","","","","1.352941176470588","1.352941176470588","1.352941176470588","","","","26","26","26","","","","855","854","856","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","26","26","26","859","858","860","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","26","26","26","853","852","854","","","","1.4117647058823528","1.4117647058823528","1.4117647058823528","","","","26","26","26","","","","859","858","860","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","26","26","26"
"136","845","845","845","27","27","27","","","","","","","","","","","","","857","857","857","27","27","27","","","","","","","","","","","","","861","861","861","27","27","27","","","","","","","","","","","","","855","855","855","27","27","27","","","","","","","","","","","","","861","861","861","27","27","27","","","","","","","","","","","",""
"137","851","851","851","","","","1.0588235294117645","1.0588235294117645","1.0588235294117645","","","","","","","","","","863","863","863","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","","","","","","","867","867","867","","","","1","1","1","","","","","","","","","","861","861","861","","","","1.0588235294117645","1.0588235294117645","1.0588235294117645","","","","","","","","","","867","867","867","","","","1","1","1","","","","","","","","",""
"138","858","858","858","","","","1","1","1","","","","","","","","","","870","870","870","","","","1","1","1","","","","","","","","","","874","874","874","","","","1","1","1","","","","","","","","","","868","868","868","","","","1.0588235294117645","1.0588235294117645","1.0588235294117645","","","","","","","","","","874","874","874","","","","1","1","1","","","","","","","","",""
"139","865","865","865","","","","1.1764705882352942","1.1764705882352942","1.1764705882352942","","","","","","","","","","877","877","877","","","","0.6428571428571428","0.6428571428571428","0.6428571428571428","","","","","","","","","","881","881","881","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","","","","875","875","875","","","","1.1176470588235294","1.1176470588235294","1.1176470588235294","","","","","","","","","","881","881","881","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","","",""
"140","873","872","874","","","","1.1764705882352942","1.1764705882352942","1.1764705882352942","","","","27","27","27","","","","885","884","886","","","","0.6428571428571428","0.6428571428571428","0.6428571428571428","","","","27","27","27","","","","889","888","890","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","27","27","27","","","","883","882","884","","","","1.1176470588235294","1.1176470588235294","1.1176470588235294","","","","27","27","27","","","","889","888","890","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","27","27","27","","",""
"141","875","875","875","28","28","28","","","","","","","","","","","","","887","887","887","28","28","28","","","","","","","","","","","","","891","891","891","28","28","28","","","","","","","","","","","","","885","885","885","28","28","28","","","","","","","","","","","","","891","891","891","28","28","28","","","","","","","","","","","",""
"142","881","881","881","","","","0.7647058823529411","0.7647058823529411","0.7647058823529411","","","","","","","","","","893","893","893","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","","","","897","897","897","","","","0.7857142857142857","0.7857142857142857","0.7857142857142857","","","","","","","","","","891","891","891","","","","0.823529411764706","0.823529411764706","0.823529411764706","","","","","","","","","","897","897","897","","","","0.7857142857142857","0.7857142857142857","0.7857142857142857","","","","","","","","",""
"143","888","888","888","","","","0.9411764705882353","0.9411764705882353","0.9411764705882353","","","","","","","","","","900","900","900","","","","0.7142857142857143","0.7142857142857143","0.7142857142857143","","","","","","","","","","904","904","904","","","","0.7857142857142857","0.7857142857142857","0.7857142857142857","","","","","","","","","","898","898","898","","","","0.9411764705882353","0.9411764705882353","0.9411764705882353","","","","","","","","","","904","904","904","","","","0.7857142857142857","0.7857142857142857","0.7857142857142857","","","","","","","","",""
"144","895","895","895","","","","0.8823529411764705","0.8823529411764705","0.8823529411764705","","","","","","","","","","907","907","907","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","","","","911","911","911","","","","1.357142857142857","1.357142857142857","1.357142857142857","","","","","","","","","","905","905","905","","","","0.8823529411764705","0.8823529411764705","0.8823529411764705","","","","","","","","","","911","911","911","","","","1.357142857142857","1.357142857142857","1.357142857142857","","","","","","","","",""
"145","903","902","904","","","","0.8823529411764705","0.8823529411764705","0.8823529411764705","","","","28","28","28","","","","915","914","916","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","28","28","28","","","","919","918","920","","","","1.357142857142857","1.357142857142857","1.357142857142857","","","","28","28","28","","","","913","912","914","","","","0.8823529411764705","0.8823529411764705","0.8823529411764705","","","","28","28","28","","","","919","918","920","","","","1.357142857142857","1.357142857142857","1.357142857142857","","","","28","28","28","","",""
"146","905","905","905","29","29","29","","","","","","","","","","","","","917","917","917","29","29","29","","","","","","","","","","","","","921","921","921","29","29","29","","","","","","","","","","","","","915","915","915","29","29","29","","","","","","","","","","","","","921","921","921","29","29","29","","","","","","","","","","","",""
"147","911","911","911","","","","0.823529411764706","0.823529411764706","0.823529411764706","","","","","","","","","","923","923","923","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","","","","","","","927","927","927","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","","","","921","921","921","","","","0.823529411764706","0.823529411764706","0.823529411764706","","","","","","","","","","927","927","927","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","","",""
"148","918","918","918","","","","1.0588235294117645","1.0588235294117645","1.0588235294117645","","","","","","","","","","930","930","930","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","","","","934","934","934","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","","","","928","928","928","","","","1.0588235294117645","1.0588235294117645","1.0588235294117645","","","","","","","","","","934","934","934","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","","",""
"149","925","925","925","","","","0.823529411764706","0.823529411764706","0.823529411764706","","","","","","","","","","937","937","937","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","","","","941","941","941","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","","","","","","","935","935","935","","","","0.8823529411764705","0.8823529411764705","0.8823529411764705","","","","","","","","","","941","941","941","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","","","","","",""
"150","933","932","934","","","","0.823529411764706","0.823529411764706","0.823529411764706","","","","29","29","29","","","","945","944","946","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","29","29","29","","","","949","948","950","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","29","29","29","","","","943","942","944","","","","0.8823529411764705","0.8823529411764705","0.8823529411764705","","","","29","29","29","","","","949","948","950","","","","0.9285714285714285","0.9285714285714285","0.9285714285714285","","","","29","29","29","","",""
"151","935","935","935","30","30","30","","","","","","","","","","","","","947","947","947","30","30","30","","","","","","","","","","","","","951","951","951","30","30","30","","","","","","","","","","","","","945","945","945","30","30","30","","","","","","","","","","","","","951","951","951","30","30","30","","","","","","","","","","","",""
"152","941","941","941","","","","1.8235294117647058","1.8235294117647058","1.8235294117647058","","","","","","","","","","953","953","953","","","","1.7857142857142856","1.7857142857142856","1.7857142857142856","","","","","","","","","","957","957","957","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","","","","","","","951","951","951","","","","1.647058823529412","1.647058823529412","1.647058823529412","","","","","","","","","","957","957","957","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","","","","","",""
"153","948","948","948","","","","1.1764705882352942","1.1764705882352942","1.1764705882352942","","","","","","","","","","960","960","960","","","","1.4999999999999998","1.4999999999999998","1.4999999999999998","","","","","","","","","","964","964","964","","","","1.4999999999999998","1.4999999999999998","1.4999999999999998","","","","","","","","","","958","958","958","","","","1.1176470588235294","1.1176470588235294","1.1176470588235294","","","","","","","","","","964","964","964","","","","1.4999999999999998","1.4999999999999998","1.4999999999999998","","","","","","","","",""
"154","956","955","957","","","","2.2941176470588234","2.2941176470588234","2.2941176470588234","2.2941176470588234","2.2941176470588234","2.2941176470588234","","","","","","","967","967","967","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","","","","971","971","971","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","","","","966","965","967","","","","2.411764705882353","2.411764705882353","2.411764705882353","2.411764705882353","2.411764705882353","2.411764705882353","","","","","","","971","971","971","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","","",""
"155","965","964","966","","","","1.9411764705882353","1.9411764705882353","1.9411764705882353","","","","","","","30","30","30","975","974","976","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","30","30","30","","","","979","978","980","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","30","30","30","","","","975","974","976","","","","1.8235294117647058","1.8235294117647058","1.8235294117647058","","","","","","","30","30","30","979","978","980","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","30","30","30","","",""
"156","967","967","967","31","31","31","","","","","","","","","","","","","977","977","977","31","31","31","","","","","","","","","","","","","981","981","981","31","31","31","","","","","","","","","","","","","977","977","977","31","31","31","","","","","","","","","","","","","981","981","981","31","31","31","","","","","","","","","","","",""
"157","974","973","975","","","","2","2","2","2","2","2","","","","","","","983","983","983","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","","","","987","987","987","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","","","","","","","983","983","983","","","","1.9411764705882353","1.9411764705882353","1.9411764705882353","","","","","","","","","","987","987","987","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","","","","","",""
"158","982","982","982","","","","1.8823529411764706","1.8823529411764706","1.8823529411764706","","","","","","","","","","990","990","990","","","","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","","","","994","994","994","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","","","","","","","990","990","990","","","","1.4117647058823528","1.4117647058823528","1.4117647058823528","","","","","","","","","","994","994","994","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","","","","","",""
"159","989","989","989","","","","1.4705882352941175","1.4705882352941175","1.4705882352941175","","","","","","","","","","997","997","997","","","","1.4999999999999998","1.4999999999999998","1.4999999999999998","","","","","","","","","","1001","1001","1001","","","","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","","","","997","997","997","","","","1.7058823529411762","1.7058823529411762","1.7058823529411762","","","","","","","","","","1001","1001","1001","","","","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","","",""
"160","996","996","996","","","","1.7058823529411762","1.7058823529411762","1.7058823529411762","","","","","","","","","","1005","1004","1006","","","","1.4999999999999998","1.4999999999999998","1.4999999999999998","","","","31","31","31","","","","1009","1008","1010","","","","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","31","31","31","","","","1005","1004","1006","","","","1.7058823529411762","1.7058823529411762","1.7058823529411762","","","","31","31","31","","","","1009","1008","1010","","","","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","31","31","31","","",""
