"STEP","TESTING28_super_vw_0.8 - _step","TESTING28_super_vw_0.8 - _step__MIN","TESTING28_super_vw_0.8 - _step__MAX","TESTING28_super_vw_0.8 - IMMUNIZING_LAYER","TESTING28_super_vw_0.8 - IMMUNIZING_LAYER__MIN","TESTING28_super_vw_0.8 - IMMUNIZING_LAYER__MAX","TESTING28_super_vw_0.8 - Toxicity after attacks","TESTING28_super_vw_0.8 - Toxicity after attacks__MIN","TESTING28_super_vw_0.8 - Toxicity after attacks__MAX","TESTING28_super_vw_0.8 - Toxicity after succesful attacks","TESTING28_super_vw_0.8 - Toxicity after succesful attacks__MIN","TESTING28_super_vw_0.8 - Toxicity after succesful attacks__MAX","TESTING28_super_vw_0.8 - Succesfully immunized layers","TESTING28_super_vw_0.8 - Succesfully immunized layers__MIN","TESTING28_super_vw_0.8 - Succesfully immunized layers__MAX","TESTING28_super_vw_0.8 - Unsuccesfully immunized layers","TESTING28_super_vw_0.8 - Unsuccesfully immunized layers__MIN","TESTING28_super_vw_0.8 - Unsuccesfully immunized layers__MAX","TESTING30_ml_vw_0.8 - _step","TESTING30_ml_vw_0.8 - _step__MIN","TESTING30_ml_vw_0.8 - _step__MAX","TESTING30_ml_vw_0.8 - IMMUNIZING_LAYER","TESTING30_ml_vw_0.8 - IMMUNIZING_LAYER__MIN","TESTING30_ml_vw_0.8 - IMMUNIZING_LAYER__MAX","TESTING30_ml_vw_0.8 - Toxicity after attacks","TESTING30_ml_vw_0.8 - Toxicity after attacks__MIN","TESTING30_ml_vw_0.8 - Toxicity after attacks__MAX","TESTING30_ml_vw_0.8 - Toxicity after succesful attacks","TESTING30_ml_vw_0.8 - Toxicity after succesful attacks__MIN","TESTING30_ml_vw_0.8 - Toxicity after succesful attacks__MAX","TESTING30_ml_vw_0.8 - Succesfully immunized layers","TESTING30_ml_vw_0.8 - Succesfully immunized layers__MIN","TESTING30_ml_vw_0.8 - Succesfully immunized layers__MAX","TESTING30_ml_vw_0.8 - Unsuccesfully immunized layers","TESTING30_ml_vw_0.8 - Unsuccesfully immunized layers__MIN","TESTING30_ml_vw_0.8 - Unsuccesfully immunized layers__MAX","TESTING29_ml_vw_0.5 - _step","TESTING29_ml_vw_0.5 - _step__MIN","TESTING29_ml_vw_0.5 - _step__MAX","TESTING29_ml_vw_0.5 - IMMUNIZING_LAYER","TESTING29_ml_vw_0.5 - IMMUNIZING_LAYER__MIN","TESTING29_ml_vw_0.5 - IMMUNIZING_LAYER__MAX","TESTING29_ml_vw_0.5 - Toxicity after attacks","TESTING29_ml_vw_0.5 - Toxicity after attacks__MIN","TESTING29_ml_vw_0.5 - Toxicity after attacks__MAX","TESTING29_ml_vw_0.5 - Toxicity after succesful attacks","TESTING29_ml_vw_0.5 - Toxicity after succesful attacks__MIN","TESTING29_ml_vw_0.5 - Toxicity after succesful attacks__MAX","TESTING29_ml_vw_0.5 - Succesfully immunized layers","TESTING29_ml_vw_0.5 - Succesfully immunized layers__MIN","TESTING29_ml_vw_0.5 - Succesfully immunized layers__MAX","TESTING29_ml_vw_0.5 - Unsuccesfully immunized layers","TESTING29_ml_vw_0.5 - Unsuccesfully immunized layers__MIN","TESTING29_ml_vw_0.5 - Unsuccesfully immunized layers__MAX","TESTING27_super_vw_0.5 - _step","TESTING27_super_vw_0.5 - _step__MIN","TESTING27_super_vw_0.5 - _step__MAX","TESTING27_super_vw_0.5 - IMMUNIZING_LAYER","TESTING27_super_vw_0.5 - IMMUNIZING_LAYER__MIN","TESTING27_super_vw_0.5 - IMMUNIZING_LAYER__MAX","TESTING27_super_vw_0.5 - Toxicity after attacks","TESTING27_super_vw_0.5 - Toxicity after attacks__MIN","TESTING27_super_vw_0.5 - Toxicity after attacks__MAX","TESTING27_super_vw_0.5 - Toxicity after succesful attacks","TESTING27_super_vw_0.5 - Toxicity after succesful attacks__MIN","TESTING27_super_vw_0.5 - Toxicity after succesful attacks__MAX","TESTING27_super_vw_0.5 - Succesfully immunized layers","TESTING27_super_vw_0.5 - Succesfully immunized layers__MIN","TESTING27_super_vw_0.5 - Succesfully immunized layers__MAX","TESTING27_super_vw_0.5 - Unsuccesfully immunized layers","TESTING27_super_vw_0.5 - Unsuccesfully immunized layers__MIN","TESTING27_super_vw_0.5 - Unsuccesfully immunized layers__MAX","BASELINE_2 - _step","BASELINE_2 - _step__MIN","BASELINE_2 - _step__MAX","BASELINE_2 - IMMUNIZING_LAYER","BASELINE_2 - IMMUNIZING_LAYER__MIN","BASELINE_2 - IMMUNIZING_LAYER__MAX","BASELINE_2 - Toxicity after attacks","BASELINE_2 - Toxicity after attacks__MIN","BASELINE_2 - Toxicity after attacks__MAX","BASELINE_2 - Toxicity after succesful attacks","BASELINE_2 - Toxicity after succesful attacks__MIN","BASELINE_2 - Toxicity after succesful attacks__MAX","BASELINE_2 - Succesfully immunized layers","BASELINE_2 - Succesfully immunized layers__MIN","BASELINE_2 - Succesfully immunized layers__MAX","BASELINE_2 - Unsuccesfully immunized layers","BASELINE_2 - Unsuccesfully immunized layers__MIN","BASELINE_2 - Unsuccesfully immunized layers__MAX"
"24","147","147","147","","","","2.705882352941176","2.705882352941176","2.705882352941176","","","","","","","","","","145","145","145","","","","3.4999999999999996","3.4999999999999996","3.4999999999999996","","","","","","","","","","149","149","149","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","","","","","","","147","147","147","","","","2.5882352941176467","2.5882352941176467","2.5882352941176467","","","","","","","","","","149","149","149","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","","","","","",""
"25","155","154","156","","","","2.705882352941176","2.705882352941176","2.705882352941176","","","","4","4","4","","","","153","152","154","","","","3.4999999999999996","3.4999999999999996","3.4999999999999996","","","","4","4","4","","","","157","156","158","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","4","4","4","","","","155","154","156","","","","2.5882352941176467","2.5882352941176467","2.5882352941176467","","","","4","4","4","","","","157","156","158","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","4","4","4","","",""
"26","157","157","157","5","5","5","","","","","","","","","","","","","155","155","155","5","5","5","","","","","","","","","","","","","159","159","159","5","5","5","","","","","","","","","","","","","157","157","157","5","5","5","","","","","","","","","","","","","159","159","159","5","5","5","","","","","","","","","","","",""
"27","163","163","163","","","","2.5294117647058822","2.5294117647058822","2.5294117647058822","","","","","","","","","","161","161","161","","","","2.928571428571428","2.928571428571428","2.928571428571428","","","","","","","","","","165","165","165","","","","3.142857142857143","3.142857142857143","3.142857142857143","","","","","","","","","","163","163","163","","","","2.6470588235294117","2.6470588235294117","2.6470588235294117","","","","","","","","","","165","165","165","","","","3.142857142857143","3.142857142857143","3.142857142857143","","","","","","","","",""
"28","170","170","170","","","","2.88235294117647","2.88235294117647","2.88235294117647","","","","","","","","","","168","168","168","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","","","","","","","172","172","172","","","","3.4999999999999996","3.4999999999999996","3.4999999999999996","","","","","","","","","","170","170","170","","","","2.7647058823529407","2.7647058823529407","2.7647058823529407","","","","","","","","","","172","172","172","","","","3.4999999999999996","3.4999999999999996","3.4999999999999996","","","","","","","","",""
"29","177","177","177","","","","2.705882352941176","2.705882352941176","2.705882352941176","","","","","","","","","","175","175","175","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","","","","","","","179","179","179","","","","3.2857142857142856","3.2857142857142856","3.2857142857142856","","","","","","","","","","177","177","177","","","","2.6470588235294117","2.6470588235294117","2.6470588235294117","","","","","","","","","","179","179","179","","","","3.2857142857142856","3.2857142857142856","3.2857142857142856","","","","","","","","",""
"30","185","184","186","","","","2.705882352941176","2.705882352941176","2.705882352941176","","","","5","5","5","","","","183","182","184","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","5","5","5","","","","187","186","188","","","","3.2857142857142856","3.2857142857142856","3.2857142857142856","","","","5","5","5","","","","185","184","186","","","","2.6470588235294117","2.6470588235294117","2.6470588235294117","","","","5","5","5","","","","187","186","188","","","","3.2857142857142856","3.2857142857142856","3.2857142857142856","","","","5","5","5","","",""
"31","187","187","187","6","6","6","","","","","","","","","","","","","185","185","185","6","6","6","","","","","","","","","","","","","189","189","189","6","6","6","","","","","","","","","","","","","187","187","187","6","6","6","","","","","","","","","","","","","189","189","189","6","6","6","","","","","","","","","","","",""
"32","193","193","193","","","","2.6470588235294117","2.6470588235294117","2.6470588235294117","","","","","","","","","","191","191","191","","","","3.214285714285714","3.214285714285714","3.214285714285714","","","","","","","","","","195","195","195","","","","2.9999999999999996","2.9999999999999996","2.9999999999999996","","","","","","","","","","193","193","193","","","","2.705882352941176","2.705882352941176","2.705882352941176","","","","","","","","","","195","195","195","","","","2.9999999999999996","2.9999999999999996","2.9999999999999996","","","","","","","","",""
"33","200","200","200","","","","2.705882352941176","2.705882352941176","2.705882352941176","","","","","","","","","","198","198","198","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","","","","","","","202","202","202","","","","3.142857142857143","3.142857142857143","3.142857142857143","","","","","","","","","","200","200","200","","","","2.88235294117647","2.88235294117647","2.88235294117647","","","","","","","","","","202","202","202","","","","3.142857142857143","3.142857142857143","3.142857142857143","","","","","","","","",""
"34","207","207","207","","","","2.3529411764705883","2.3529411764705883","2.3529411764705883","","","","","","","","","","205","205","205","","","","3.428571428571428","3.428571428571428","3.428571428571428","","","","","","","","","","209","209","209","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","","","","","","","207","207","207","","","","2.5882352941176467","2.5882352941176467","2.5882352941176467","","","","","","","","","","209","209","209","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","","","","","",""
"35","215","214","216","","","","2.3529411764705883","2.3529411764705883","2.3529411764705883","","","","6","6","6","","","","213","212","214","","","","3.428571428571428","3.428571428571428","3.428571428571428","","","","6","6","6","","","","217","216","218","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","6","6","6","","","","215","214","216","","","","2.5882352941176467","2.5882352941176467","2.5882352941176467","","","","6","6","6","","","","217","216","218","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","6","6","6","","",""
"36","217","217","217","7","7","7","","","","","","","","","","","","","215","215","215","7","7","7","","","","","","","","","","","","","219","219","219","7","7","7","","","","","","","","","","","","","217","217","217","7","7","7","","","","","","","","","","","","","219","219","219","7","7","7","","","","","","","","","","","",""
"37","223","223","223","","","","2.6470588235294117","2.6470588235294117","2.6470588235294117","","","","","","","","","","221","221","221","","","","2.142857142857143","2.142857142857143","2.142857142857143","","","","","","","","","","225","225","225","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","","","223","223","223","","","","2.7647058823529407","2.7647058823529407","2.7647058823529407","","","","","","","","","","225","225","225","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","","",""
"38","230","230","230","","","","2.5882352941176467","2.5882352941176467","2.5882352941176467","","","","","","","","","","228","228","228","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","","","","","","232","232","232","","","","2.928571428571428","2.928571428571428","2.928571428571428","","","","","","","","","","230","230","230","","","","2.6470588235294117","2.6470588235294117","2.6470588235294117","","","","","","","","","","232","232","232","","","","2.928571428571428","2.928571428571428","2.928571428571428","","","","","","","","",""
"39","237","237","237","","","","2.7647058823529407","2.7647058823529407","2.7647058823529407","","","","","","","","","","235","235","235","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","","","","","","239","239","239","","","","3.142857142857143","3.142857142857143","3.142857142857143","","","","","","","","","","237","237","237","","","","2.4705882352941173","2.4705882352941173","2.4705882352941173","","","","","","","","","","239","239","239","","","","3.142857142857143","3.142857142857143","3.142857142857143","","","","","","","","",""
"40","245","244","246","","","","2.7647058823529407","2.7647058823529407","2.7647058823529407","","","","7","7","7","","","","243","242","244","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","7","7","7","","","","247","246","248","","","","3.142857142857143","3.142857142857143","3.142857142857143","","","","7","7","7","","","","245","244","246","","","","2.4705882352941173","2.4705882352941173","2.4705882352941173","","","","7","7","7","","","","247","246","248","","","","3.142857142857143","3.142857142857143","3.142857142857143","","","","7","7","7","","",""
"41","247","247","247","8","8","8","","","","","","","","","","","","","245","245","245","8","8","8","","","","","","","","","","","","","249","249","249","8","8","8","","","","","","","","","","","","","247","247","247","8","8","8","","","","","","","","","","","","","249","249","249","8","8","8","","","","","","","","","","","",""
"42","253","253","253","","","","2.4705882352941173","2.4705882352941173","2.4705882352941173","","","","","","","","","","251","251","251","","","","3.071428571428571","3.071428571428571","3.071428571428571","","","","","","","","","","256","255","257","","","","2.714285714285714","2.714285714285714","2.714285714285714","2.714285714285714","2.714285714285714","2.714285714285714","","","","","","","253","253","253","","","","2.2941176470588234","2.2941176470588234","2.2941176470588234","","","","","","","","","","256","255","257","","","","2.714285714285714","2.714285714285714","2.714285714285714","2.714285714285714","2.714285714285714","2.714285714285714","","","","","",""
"43","260","260","260","","","","1.8823529411764706","1.8823529411764706","1.8823529411764706","","","","","","","","","","258","258","258","","","","3.428571428571428","3.428571428571428","3.428571428571428","","","","","","","","","","264","264","264","","","","1.4999999999999998","1.4999999999999998","1.4999999999999998","","","","","","","","","","260","260","260","","","","2","2","2","","","","","","","","","","264","264","264","","","","1.4999999999999998","1.4999999999999998","1.4999999999999998","","","","","","","","",""
"44","267","267","267","","","","1.4117647058823528","1.4117647058823528","1.4117647058823528","","","","","","","","","","265","265","265","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","","","","","","","271","271","271","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","","","","","","","267","267","267","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","","","","","","","271","271","271","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","","","","","",""
"45","275","274","276","","","","1.4117647058823528","1.4117647058823528","1.4117647058823528","","","","8","8","8","","","","273","272","274","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","8","8","8","","","","279","278","280","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","8","8","8","275","274","276","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","8","8","8","","","","279","278","280","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","8","8","8"
"46","277","277","277","9","9","9","","","","","","","","","","","","","275","275","275","9","9","9","","","","","","","","","","","","","281","281","281","9","9","9","","","","","","","","","","","","","277","277","277","9","9","9","","","","","","","","","","","","","281","281","281","9","9","9","","","","","","","","","","","",""
"47","283","283","283","","","","2.3529411764705883","2.3529411764705883","2.3529411764705883","","","","","","","","","","282","281","283","","","","2.928571428571428","2.928571428571428","2.928571428571428","2.928571428571428","2.928571428571428","2.928571428571428","","","","","","","288","287","289","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","","","","284","283","285","","","","2.411764705882353","2.411764705882353","2.411764705882353","2.411764705882353","2.411764705882353","2.411764705882353","","","","","","","288","287","289","","","","3.3571428571428568","3.3571428571428568","3.3571428571428568","3.3571428571428568","3.3571428571428568","3.3571428571428568","","","","","",""
"48","291","290","292","","","","2.705882352941176","2.705882352941176","2.705882352941176","2.705882352941176","2.705882352941176","2.705882352941176","","","","","","","290","290","290","","","","2.714285714285714","2.714285714285714","2.714285714285714","","","","","","","","","","296","296","296","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","","","","","","292","292","292","","","","1.647058823529412","1.647058823529412","1.647058823529412","","","","","","","","","","296","296","296","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","","","","",""
"49","299","299","299","","","","2.7647058823529407","2.7647058823529407","2.7647058823529407","","","","","","","","","","298","297","299","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","","","304","303","305","","","","3.214285714285714","3.214285714285714","3.214285714285714","3.214285714285714","3.214285714285714","3.214285714285714","","","","","","","300","299","301","","","","2.7647058823529407","2.7647058823529407","2.7647058823529407","2.7647058823529407","2.7647058823529407","2.7647058823529407","","","","","","","304","303","305","","","","3.214285714285714","3.214285714285714","3.214285714285714","3.214285714285714","3.214285714285714","3.214285714285714","","","","","",""
"50","307","306","308","","","","1.0588235294117645","1.0588235294117645","1.0588235294117645","","","","","","","9","9","9","307","306","308","","","","2.928571428571428","2.928571428571428","2.928571428571428","","","","","","","9","9","9","313","312","314","","","","2.642857142857143","2.642857142857143","2.642857142857143","","","","","","","9","9","9","309","308","310","","","","2.8235294117647056","2.8235294117647056","2.8235294117647056","","","","","","","9","9","9","313","312","314","","","","2.642857142857143","2.642857142857143","2.642857142857143","","","","","","","9","9","9"
"51","309","309","309","10","10","10","","","","","","","","","","","","","309","309","309","10","10","10","","","","","","","","","","","","","315","315","315","10","10","10","","","","","","","","","","","","","311","311","311","10","10","10","","","","","","","","","","","","","315","315","315","10","10","10","","","","","","","","","","","",""
"52","315","315","315","","","","1.5294117647058822","1.5294117647058822","1.5294117647058822","","","","","","","","","","316","315","317","","","","2.714285714285714","2.714285714285714","2.714285714285714","2.714285714285714","2.714285714285714","2.714285714285714","","","","","","","321","321","321","","","","2.714285714285714","2.714285714285714","2.714285714285714","","","","","","","","","","318","317","319","","","","2.6470588235294117","2.6470588235294117","2.6470588235294117","2.6470588235294117","2.6470588235294117","2.6470588235294117","","","","","","","321","321","321","","","","2.714285714285714","2.714285714285714","2.714285714285714","","","","","","","","",""
"53","322","322","322","","","","2.0588235294117645","2.0588235294117645","2.0588235294117645","","","","","","","","","","324","324","324","","","","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","","","","328","328","328","","","","1.2142857142857142","1.2142857142857142","1.2142857142857142","","","","","","","","","","327","326","328","","","","2.0588235294117645","2.0588235294117645","2.0588235294117645","2.0588235294117645","2.0588235294117645","2.0588235294117645","","","","","","","328","328","328","","","","1.2142857142857142","1.2142857142857142","1.2142857142857142","","","","","","","","",""
"54","330","329","331","","","","2.117647058823529","2.117647058823529","2.117647058823529","2.117647058823529","2.117647058823529","2.117647058823529","","","","","","","331","331","331","","","","0.4285714285714285","0.4285714285714285","0.4285714285714285","","","","","","","","","","335","335","335","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","","","","335","335","335","","","","1.5294117647058822","1.5294117647058822","1.5294117647058822","","","","","","","","","","335","335","335","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","","","","","",""
"55","339","338","340","","","","1.647058823529412","1.647058823529412","1.647058823529412","","","","","","","10","10","10","339","338","340","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","10","10","10","343","342","344","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","10","10","10","","","","343","342","344","","","","1.4705882352941175","1.4705882352941175","1.4705882352941175","","","","","","","10","10","10","343","342","344","","","","1.0714285714285714","1.0714285714285714","1.0714285714285714","","","","10","10","10","","",""
"56","341","341","341","11","11","11","","","","","","","","","","","","","341","341","341","11","11","11","","","","","","","","","","","","","345","345","345","11","11","11","","","","","","","","","","","","","345","345","345","11","11","11","","","","","","","","","","","","","345","345","345","11","11","11","","","","","","","","","","","",""
"57","348","347","349","","","","2.0588235294117645","2.0588235294117645","2.0588235294117645","2.0588235294117645","2.0588235294117645","2.0588235294117645","","","","","","","348","347","349","","","","2.714285714285714","2.714285714285714","2.714285714285714","2.714285714285714","2.714285714285714","2.714285714285714","","","","","","","352","351","353","","","","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","","","","","","","351","351","351","","","","1.8823529411764706","1.8823529411764706","1.8823529411764706","","","","","","","","","","352","351","353","","","","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","2.642857142857143","","","","","",""
"58","356","356","356","","","","1.1176470588235294","1.1176470588235294","1.1176470588235294","","","","","","","","","","356","356","356","","","","3.071428571428571","3.071428571428571","3.071428571428571","","","","","","","","","","360","360","360","","","","2.928571428571428","2.928571428571428","2.928571428571428","","","","","","","","","","358","358","358","","","","1.1764705882352942","1.1764705882352942","1.1764705882352942","","","","","","","","","","360","360","360","","","","2.928571428571428","2.928571428571428","2.928571428571428","","","","","","","","",""
"59","363","363","363","","","","1","1","1","","","","","","","","","","363","363","363","","","","1.6428571428571428","1.6428571428571428","1.6428571428571428","","","","","","","","","","367","367","367","","","","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","","","","365","365","365","","","","1.5294117647058822","1.5294117647058822","1.5294117647058822","","","","","","","","","","367","367","367","","","","1.5714285714285714","1.5714285714285714","1.5714285714285714","","","","","","","","",""
"60","371","370","372","","","","1.5294117647058822","1.5294117647058822","1.5294117647058822","","","","","","","11","11","11","372","370","374","","","","2","2","2","2","2","2","","","","11","11","11","376","374","378","","","","2","2","2","2","2","2","","","","11","11","11","373","372","374","","","","1.5294117647058822","1.5294117647058822","1.5294117647058822","","","","11","11","11","","","","376","374","378","","","","2","2","2","2","2","2","","","","11","11","11"
"61","373","373","373","12","12","12","","","","","","","","","","","","","375","375","375","12","12","12","","","","","","","","","","","","","379","379","379","12","12","12","","","","","","","","","","","","","375","375","375","12","12","12","","","","","","","","","","","","","379","379","379","12","12","12","","","","","","","","","","","",""
"62","379","379","379","","","","1.1176470588235294","1.1176470588235294","1.1176470588235294","","","","","","","","","","381","381","381","","","","3.2857142857142856","3.2857142857142856","3.2857142857142856","","","","","","","","","","385","385","385","","","","2.571428571428571","2.571428571428571","2.571428571428571","","","","","","","","","","381","381","381","","","","1.1764705882352942","1.1764705882352942","1.1764705882352942","","","","","","","","","","385","385","385","","","","2.571428571428571","2.571428571428571","2.571428571428571","","","","","","","","",""
"63","386","386","386","","","","2.2941176470588234","2.2941176470588234","2.2941176470588234","","","","","","","","","","388","388","388","","","","1.857142857142857","1.857142857142857","1.857142857142857","","","","","","","","","","392","392","392","","","","2.714285714285714","2.714285714285714","2.714285714285714","","","","","","","","","","388","388","388","","","","2.6470588235294117","2.6470588235294117","2.6470588235294117","","","","","","","","","","392","392","392","","","","2.714285714285714","2.714285714285714","2.714285714285714","","","","","","","","",""
"64","393","393","393","","","","1.352941176470588","1.352941176470588","1.352941176470588","","","","","","","","","","395","395","395","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","","","","399","399","399","","","","0.857142857142857","0.857142857142857","0.857142857142857","","","","","","","","","","395","395","395","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","","","","","","","399","399","399","","","","0.857142857142857","0.857142857142857","0.857142857142857","","","","","","","","",""
"65","401","400","402","","","","1.352941176470588","1.352941176470588","1.352941176470588","","","","12","12","12","","","","403","402","404","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","12","12","12","","","","407","406","408","","","","0.857142857142857","0.857142857142857","0.857142857142857","","","","12","12","12","","","","403","402","404","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","12","12","12","","","","407","406","408","","","","0.857142857142857","0.857142857142857","0.857142857142857","","","","12","12","12","","",""
"66","403","403","403","13","13","13","","","","","","","","","","","","","405","405","405","13","13","13","","","","","","","","","","","","","409","409","409","13","13","13","","","","","","","","","","","","","405","405","405","13","13","13","","","","","","","","","","","","","409","409","409","13","13","13","","","","","","","","","","","",""
"67","409","409","409","","","","1.4705882352941175","1.4705882352941175","1.4705882352941175","","","","","","","","","","411","411","411","","","","1.2142857142857142","1.2142857142857142","1.2142857142857142","","","","","","","","","","415","415","415","","","","1.2142857142857142","1.2142857142857142","1.2142857142857142","","","","","","","","","","411","411","411","","","","1.764705882352941","1.764705882352941","1.764705882352941","","","","","","","","","","415","415","415","","","","1.2142857142857142","1.2142857142857142","1.2142857142857142","","","","","","","","",""
"68","416","416","416","","","","2.2941176470588234","2.2941176470588234","2.2941176470588234","","","","","","","","","","418","418","418","","","","1.9285714285714286","1.9285714285714286","1.9285714285714286","","","","","","","","","","423","422","424","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","","","419","418","420","","","","2.5882352941176467","2.5882352941176467","2.5882352941176467","2.5882352941176467","2.5882352941176467","2.5882352941176467","","","","","","","423","422","424","","","","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","2.2857142857142856","","","","","",""
"69","423","423","423","","","","1.5294117647058822","1.5294117647058822","1.5294117647058822","","","","","","","","","","425","425","425","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","","","","","","","431","431","431","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","","","","","","427","427","427","","","","2.4705882352941173","2.4705882352941173","2.4705882352941173","","","","","","","","","","431","431","431","","","","2.7857142857142856","2.7857142857142856","2.7857142857142856","","","","","","","","",""
"70","431","430","432","","","","1.5294117647058822","1.5294117647058822","1.5294117647058822","","","","13","13","13","","","","433","432","434","","","","1.4285714285714286","1.4285714285714286","1.4285714285714286","","","","13","13","13","","","","439","438","440","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","13","13","13","435","434","436","","","","1.2941176470588234","1.2941176470588234","1.2941176470588234","","","","","","","13","13","13","439","438","440","","","","1.714285714285714","1.714285714285714","1.714285714285714","","","","","","","13","13","13"
"71","433","433","433","14","14","14","","","","","","","","","","","","","435","435","435","14","14","14","","","","","","","","","","","","","441","441","441","14","14","14","","","","","","","","","","","","","437","437","437","14","14","14","","","","","","","","","","","","","441","441","441","14","14","14","","","","","","","","","","","",""
"72","439","439","439","","","","1.8823529411764706","1.8823529411764706","1.8823529411764706","","","","","","","","","","442","441","443","","","","2.357142857142857","2.357142857142857","2.357142857142857","2.357142857142857","2.357142857142857","2.357142857142857","","","","","","","448","447","449","","","","2.357142857142857","2.357142857142857","2.357142857142857","2.357142857142857","2.357142857142857","2.357142857142857","","","","","","","443","443","443","","","","1.4117647058823528","1.4117647058823528","1.4117647058823528","","","","","","","","","","448","447","449","","","","2.357142857142857","2.357142857142857","2.357142857142857","2.357142857142857","2.357142857142857","2.357142857142857","","","","","",""
"73","447","446","448","","","","2","2","2","2","2","2","","","","","","","450","450","450","","","","2.4285714285714284","2.4285714285714284","2.4285714285714284","","","","","","","","","","456","456","456","","","","2.4999999999999996","2.4999999999999996","2.4999999999999996","","","","","","","","","","451","450","452","","","","2.2941176470588234","2.2941176470588234","2.2941176470588234","2.2941176470588234","2.2941176470588234","2.2941176470588234","","","","","","","456","456","456","","","","2.4999999999999996","2.4999999999999996","2.4999999999999996","","","","","","","","",""
"74","455","455","455","","","","2.5882352941176467","2.5882352941176467","2.5882352941176467","","","","","","","","","","458","457","459","","","","2.071428571428571","2.071428571428571","2.071428571428571","2.071428571428571","2.071428571428571","2.071428571428571","","","","","","","463","463","463","","","","2.571428571428571","2.571428571428571","2.571428571428571","","","","","","","","","","459","459","459","","","","2","2","2","","","","","","","","","","463","463","463","","","","2.571428571428571","2.571428571428571","2.571428571428571","","","","","","","","",""
"75","464","462","466","","","","2.176470588235294","2.176470588235294","2.176470588235294","2.176470588235294","2.176470588235294","2.176470588235294","","","","14","14","14","467","466","468","","","","2.214285714285714","2.214285714285714","2.214285714285714","","","","","","","14","14","14","472","470","474","","","","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","","","","14","14","14","467","466","468","","","","1.764705882352941","1.764705882352941","1.764705882352941","","","","","","","14","14","14","472","470","474","","","","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","2.9999999999999996","","","","14","14","14"
